SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
389089,0,Cash loans,M,N,Y,0,90000.0,157914.0,18868.5,139500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.006629,-11856,-347,-1095.0,-3905,,1,1,0,1,0,0,Core staff,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,School,,0.5716733090297879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-489.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
292763,1,Cash loans,F,N,Y,1,112500.0,640080.0,31261.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-17719,-1733,-9339.0,-1270,,1,1,0,1,0,0,Sales staff,3.0,3,3,FRIDAY,13,0,0,0,0,1,1,Trade: type 7,0.4758874615678194,0.4114787996226302,0.4048783643353997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,5.0,0.0,-577.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
207466,0,Cash loans,M,N,Y,0,202500.0,819792.0,34861.5,720000.0,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.04622,-22804,-1654,-13553.0,-4558,,1,1,0,1,0,0,,2.0,1,1,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.7201864917333641,0.3791004853998145,0.0928,0.1075,0.9811,,,0.0,0.2069,0.1667,,0.0203,,0.0918,,0.0,0.0945,0.1116,0.9811,,,0.0,0.2069,0.1667,,0.0208,,0.0956,,0.0,0.0937,0.1075,0.9811,,,0.0,0.2069,0.1667,,0.0207,,0.0934,,0.0,,block of flats,0.0722,Panel,No,0.0,0.0,0.0,0.0,-507.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
"149331,0,Cash loans,F,N,Y,0,180000.0,521280.0,26743.5,450000.0,""Spouse, partner"",Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-23579,365243,-1225.0,-4061,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,XNA,,0.7259705628963932,0.1491674613233488,0.0412,0.0305,0.9742,,,0.0,0.1724,0.1667,,0.0311,,0.0339,,0.0064,0.042,0.0316,0.9742,,,0.0,0.1724,0.1667,,0.0318,,0.0354,,0.0068,0.0416,0.0305,0.9742,,,0.0,0.1724,0.1667,,0.0316,,0.0345,,0.0065,,block of flats,0.0338,Block,No,2.0,1.0,2.0,1.0,-415.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
112046,0,Cash loans,F,N,Y,0,166500.0,1100709.0,46764.0,1012500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.003069,-23783,365243,-4532.0,-4532,,1,0,0,1,0,0,,2.0,3,3,SATURDAY,14,0,0,0,0,0,0,XNA,,0.6537358268807013,0.6347055309763198,0.1227,,0.9906,,,0.12,0.1034,0.375,,0.1278,,0.1274,,0.0503,0.125,,0.9906,,,0.1208,0.1034,0.375,,0.1307,,0.1327,,0.0532,0.1239,,0.9906,,,0.12,0.1034,0.375,,0.13,,0.1297,,0.0513,,block of flats,0.1002,Panel,No,1.0,0.0,1.0,0.0,-237.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
184205,0,Cash loans,M,Y,N,0,225000.0,765000.0,22365.0,765000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00712,-15516,-782,-1003.0,-4460,8.0,1,1,0,1,1,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.8477942340664191,0.2653117484731741,0.3606125659189888,0.268,0.1924,0.9836,0.7756,0.4473,0.28,0.2414,0.3333,0.375,0.2469,0.2118,0.2887,0.0309,0.0802,0.2731,0.1996,0.9836,0.7844,0.4514,0.282,0.2414,0.3333,0.375,0.2525,0.2314,0.3008,0.0311,0.0849,0.2706,0.1924,0.9836,0.7786,0.4501,0.28,0.2414,0.3333,0.375,0.2512,0.2155,0.2939,0.0311,0.0819,reg oper account,block of flats,0.2446,Panel,No,0.0,0.0,0.0,0.0,-1554.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
441093,1,Cash loans,M,Y,Y,0,81000.0,755190.0,33394.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-21434,365243,-968.0,-4601,9.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,,0.3242313778644459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-1077.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
140832,0,Cash loans,F,N,Y,1,157500.0,1236816.0,36292.5,1080000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-11160,-1501,-11034.0,-285,,1,1,0,1,0,0,Cleaning staff,3.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.8028203400765584,0.3962195720630885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
"210925,1,Cash loans,F,N,Y,0,90000.0,808650.0,23643.0,675000.0,Family,Pensioner,Secondary / secondary special,Widow,House / apartment,0.006852,-21889,365243,-8604.0,-4003,,1,0,0,1,0,0,,1.0,3,3,WEDNESDAY,8,0,0,0,0,0,0,XNA,0.6858936508286185,0.2073168920231636,0.524496446363472,0.0485,0.0116,0.9742,,,0.0,0.1034,0.125,,0.0124,,0.0251,,0.0736,0.0494,0.0121,0.9742,,,0.0,0.1034,0.125,,0.0127,,0.0262,,0.078,0.0489,0.0116,0.9742,,,0.0,0.1034,0.125,,0.0126,,0.0256,,0.0752,,block of flats,0.0401,""Stone, brick"",No,0.0,0.0,0.0,0.0,-1226.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0"
333674,0,Cash loans,F,N,Y,0,130500.0,942300.0,27679.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-19914,-3420,-6069.0,-3443,,1,1,0,1,1,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.6975827837971198,0.6968846329386321,0.5082869913916046,0.4082,0.3495,0.9846,0.7892,0.0985,0.44,0.3793,0.3333,0.375,0.2464,0.332,0.4733,0.0039,0.0038,0.416,0.3626,0.9846,0.7975,0.0994,0.4431,0.3793,0.3333,0.375,0.252,0.3627,0.4931,0.0039,0.004,0.4122,0.3495,0.9846,0.792,0.0991,0.44,0.3793,0.3333,0.375,0.2507,0.3378,0.4818,0.0039,0.0039,reg oper account,block of flats,0.3731,Panel,No,1.0,0.0,1.0,0.0,-1908.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
"425994,0,Cash loans,F,Y,Y,0,135000.0,1800000.0,62568.0,1800000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-19316,-454,-761.0,-1075,8.0,1,1,0,1,0,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Other,0.7368113471602489,0.365051672164192,,0.1196,0.0629,0.9861,0.8096,0.0124,0.0,0.2069,0.1667,0.2083,0.1213,0.0975,0.0885,0.0,0.0106,0.1218,0.0653,0.9861,0.8171,0.0125,0.0,0.2069,0.1667,0.2083,0.1241,0.1065,0.0922,0.0,0.0113,0.1207,0.0629,0.9861,0.8121,0.0125,0.0,0.2069,0.1667,0.2083,0.1234,0.0992,0.0901,0.0,0.0109,reg oper account,block of flats,0.0719,""Stone, brick"",No,0.0,0.0,0.0,0.0,-703.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0"
429401,0,Cash loans,F,N,Y,1,180000.0,481500.0,29457.0,481500.0,Family,Working,Higher education,Civil marriage,Rented apartment,0.031329,-14123,-5597,-4026.0,-6061,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,TUESDAY,14,0,0,0,0,0,0,Industry: type 5,0.5045152674144637,0.5992887051112435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-697.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
310481,0,Cash loans,F,Y,N,0,112500.0,675000.0,26770.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.035792,-18021,-5404,-6695.0,-1578,12.0,1,1,1,1,1,0,Cleaning staff,1.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 2,0.6821643619213241,0.7080041205784235,0.5779691187553125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-795.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
"230434,1,Cash loans,F,N,Y,0,261000.0,283500.0,22527.0,283500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-8477,-947,-8469.0,-1154,,1,1,0,1,1,1,Laborers,1.0,2,2,MONDAY,14,0,0,0,0,0,0,Business Entity Type 2,0.2475905526914691,0.5605067151942088,0.164414178829907,0.0124,,0.9692,,,0.0,0.069,0.0417,,0.0452,,0.0113,,0.0032,0.0126,,0.9692,,,0.0,0.069,0.0417,,0.0462,,0.0118,,0.0034,0.0125,,0.9692,,,0.0,0.069,0.0417,,0.046,,0.0115,,0.0033,,block of flats,0.0096,""Stone, brick"",Yes,0.0,0.0,0.0,0.0,-698.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0"
"115893,0,Cash loans,M,Y,N,2,126000.0,590337.0,23539.5,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-13073,-3551,-7212.0,-4780,21.0,1,1,0,1,0,0,Drivers,4.0,2,2,THURSDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.6851902613277405,0.5226973172821112,0.0082,0.0125,0.9707,0.5988,0.0008,0.0,0.0345,0.0417,0.0833,0.0198,0.0067,0.0116,0.0,0.0,0.0084,0.013,0.9707,0.6145,0.0008,0.0,0.0345,0.0417,0.0833,0.0203,0.0073,0.0121,0.0,0.0,0.0083,0.0125,0.9707,0.6042,0.0008,0.0,0.0345,0.0417,0.0833,0.0202,0.0068,0.0118,0.0,0.0,reg oper account,block of flats,0.0091,""Stone, brick"",No,7.0,1.0,7.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0"
148967,0,Cash loans,M,N,Y,2,211500.0,755190.0,36459.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-16641,-7135,-17.0,-181,,1,1,0,1,0,0,Drivers,4.0,2,2,MONDAY,9,0,0,0,0,1,1,Military,,0.6049047908933667,0.520897599048938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,block of flats,0.0038,Block,No,2.0,0.0,2.0,0.0,-2558.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
333703,0,Cash loans,F,N,N,1,193500.0,177768.0,13063.5,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,With parents,0.002042,-11708,-1696,-2324.0,-2356,,1,1,1,1,1,0,Sales staff,2.0,3,3,TUESDAY,15,0,1,1,0,1,1,Business Entity Type 1,0.3995564880383448,0.0023280947390898,0.2721336844147212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
"122941,0,Cash loans,F,N,N,2,112500.0,251280.0,13284.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.011703,-16527,-5632,-8358.0,-74,,1,1,0,1,0,0,Accountants,4.0,2,2,FRIDAY,18,0,0,0,0,1,1,Self-employed,0.5094754314835394,0.6546609055761561,0.4561097392782771,0.0845,0.0666,0.9737,0.6396,,0.0,0.1379,0.1667,0.2083,0.0558,,0.0646,,0.0244,0.0861,0.0691,0.9737,0.6537,,0.0,0.1379,0.1667,0.2083,0.0571,,0.0673,,0.0258,0.0854,0.0666,0.9737,0.6444,,0.0,0.1379,0.1667,0.2083,0.0568,,0.0658,,0.0249,reg oper account,block of flats,0.0599,""Stone, brick"",No,4.0,1.0,4.0,0.0,-1475.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0"
405481,0,Cash loans,F,N,N,0,225000.0,2517300.0,66532.5,2250000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-18436,-10871,-14.0,-1997,,1,1,0,1,1,0,Medicine staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Medicine,0.4701013167093615,0.3394145906409025,0.7675231046555077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"453371,0,Cash loans,F,N,Y,0,90000.0,243000.0,11389.5,243000.0,Unaccompanied,State servant,Incomplete higher,Single / not married,House / apartment,0.018209,-9145,-985,-2252.0,-1810,,1,1,0,1,0,0,,1.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,University,,0.3995444346681977,0.6690566947824041,0.0794,,0.9826,,,0.0,0.1379,0.1667,,0.0579,,0.0643,,0.0,0.0809,,0.9826,,,0.0,0.1379,0.1667,,0.0593,,0.0669,,0.0,0.0802,,0.9826,,,0.0,0.1379,0.1667,,0.059,,0.0654,,0.0,,block of flats,0.0579,""Stone, brick"",No,2.0,0.0,2.0,0.0,-116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0"
"439509,0,Cash loans,M,N,N,0,360000.0,729396.0,47290.5,688500.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-14120,-6276,-3874.0,-499,,1,1,0,1,0,0,Core staff,2.0,1,1,SATURDAY,16,0,1,1,0,0,0,Security Ministries,0.322122009342661,0.7291002327652805,0.7421816117614419,0.1691,0.0895,0.9945,0.9252,0.0,0.16,0.1379,0.375,0.4167,0.0,0.1378,0.1687,0.0,0.0,0.1723,0.0928,0.9945,0.9281,0.0,0.1611,0.1379,0.375,0.4167,0.0,0.1506,0.1757,0.0,0.0,0.1707,0.0895,0.9945,0.9262,0.0,0.16,0.1379,0.375,0.4167,0.0,0.1402,0.1717,0.0,0.0,not specified,block of flats,0.1327,""Stone, brick"",No,0.0,0.0,0.0,0.0,-391.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
353045,0,Cash loans,F,N,Y,1,126000.0,176328.0,11398.5,139500.0,Unaccompanied,State servant,Secondary / secondary special,Married,With parents,0.035792,-8234,-1472,-2377.0,-276,,1,1,0,1,0,0,,3.0,2,2,MONDAY,10,0,0,0,0,1,1,Government,0.4041501128785201,0.7074341761370105,0.6413682574954046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-631.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"425155,0,Cash loans,F,N,Y,0,90000.0,942300.0,34749.0,675000.0,""Spouse, partner"",Working,Secondary / secondary special,Married,House / apartment,0.020246,-14428,-310,-1430.0,-3397,,1,1,0,1,0,0,,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Industry: type 3,0.3931399629050801,0.2545565763001556,0.5762088360175724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-362.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
125996,0,Cash loans,M,Y,Y,0,90000.0,74628.0,7834.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-20117,-1824,-6237.0,-3677,13.0,1,1,1,1,1,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,1,1,Construction,,0.550988697842687,0.4206109640437848,0.1165,0.1084,0.9871,0.8232,0.0234,0.0,0.3103,0.1667,0.2083,0.0,0.095,0.125,0.0,0.0,0.1187,0.1125,0.9871,0.8301,0.0236,0.0,0.3103,0.1667,0.2083,0.0,0.1038,0.1302,0.0,0.0,0.1176,0.1084,0.9871,0.8256,0.0236,0.0,0.3103,0.1667,0.2083,0.0,0.0966,0.1272,0.0,0.0,reg oper account,block of flats,0.0983,Panel,No,6.0,0.0,6.0,0.0,-427.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
"435387,0,Cash loans,F,N,Y,0,67500.0,536917.5,25960.5,463500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.003069,-14649,-2642,-6312.0,-4927,,1,1,0,1,0,0,Cooking staff,2.0,3,3,MONDAY,16,0,0,0,0,0,0,Kindergarten,,0.4070801149728545,0.4722533429586386,0.1557,0.0922,0.9796,,,0.0,0.069,0.1667,,0.0552,,0.0439,,0.0106,0.1586,0.0956,0.9796,,,0.0,0.069,0.1667,,0.0565,,0.0457,,0.0112,0.1572,0.0922,0.9796,,,0.0,0.069,0.1667,,0.0562,,0.0447,,0.0108,,block of flats,0.0601,""Stone, brick"",No,0.0,0.0,0.0,0.0,-2141.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0"
"201430,0,Cash loans,F,Y,N,1,202500.0,805536.0,31648.5,720000.0,""Spouse, partner"",Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276,-9988,-2245,-704.0,-1879,6.0,1,1,0,1,0,0,Managers,3.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.6445295069591515,0.7468752103839642,0.7352209993926424,0.1485,0.0893,0.9985,0.9796,0.0523,0.24,0.1034,0.4583,0.5,0.0695,0.1202,0.1439,0.0039,0.0023,0.1513,0.0926,0.9985,0.9804,0.0528,0.2417,0.1034,0.4583,0.5,0.0711,0.1313,0.15,0.0039,0.0024,0.1499,0.0893,0.9985,0.9799,0.0527,0.24,0.1034,0.4583,0.5,0.0707,0.1223,0.1465,0.0039,0.0023,reg oper account,block of flats,0.1423,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0"
208655,1,Cash loans,M,Y,Y,0,225000.0,1006920.0,42660.0,900000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.0228,-9644,-1582,-2299.0,-2313,3.0,1,1,1,1,1,0,High skill tech staff,2.0,2,2,SATURDAY,10,0,0,0,0,1,1,Construction,,0.5788701876701331,0.2431864804420123,0.3299,0.0837,0.9911,0.8776,0.0737,0.36,0.3103,0.3333,,,0.2664,0.4758,0.0116,0.0328,0.3361,0.0869,0.9911,0.8824,0.0743,0.3625,0.3103,0.3333,,,0.2911,0.4958,0.0117,0.0348,0.3331,0.0837,0.9911,0.8792,0.0741,0.36,0.3103,0.3333,,,0.2711,0.4844,0.0116,0.0335,reg oper account,block of flats,0.3814,Panel,No,0.0,0.0,0.0,0.0,-1114.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
"298585,0,Revolving loans,F,N,Y,0,112500.0,337500.0,16875.0,337500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792,-22311,-2365,-11804.0,-2126,,1,1,0,1,0,1,,2.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0.9053370794922866,0.7062333574972063,0.6347055309763198,0.1258,0.0733,0.9841,,,0.1332,0.1148,0.3333,,0.2306,,0.1448,,0.0198,0.1134,0.0515,0.9841,,,0.1208,0.1034,0.3333,,0.2358,,0.1726,,0.0032,0.1197,0.0733,0.9841,,,0.12,0.1034,0.3333,,0.2346,,0.1475,,0.0203,,block of flats,0.1051,""Stone, brick"",No,0.0,0.0,0.0,0.0,-590.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0"
339045,1,Cash loans,F,Y,N,1,90000.0,808650.0,22365.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-17446,-252,-8910.0,-987,9.0,1,1,1,1,1,0,Core staff,3.0,2,2,TUESDAY,16,0,0,0,0,1,1,Self-employed,,0.6323171876680042,0.6430255641096323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-3140.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
313296,1,Cash loans,M,N,Y,0,94500.0,385164.0,17095.5,292500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.010643,-12431,-241,-6324.0,-4296,,1,1,0,1,0,0,,1.0,2,2,SATURDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.5606359951740744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1323.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
107633,0,Cash loans,F,N,N,0,112500.0,385749.0,23440.5,333000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,With parents,0.008625,-10841,-1374,-4919.0,-3491,,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,12,0,0,0,0,1,1,Self-employed,,0.3778862783422513,0.4206109640437848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
